"index","Job Title","Company Name","Company Star Rating","Company Location","Required Skills","URL"
255,computer consultant,Tiger Analytics Inc.,4.4,Toronto,"Python, SQL, Excel, PowerPoint",https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=0000017f93b0df13a9cca6c0d560218f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c08d4e27&cb=1647450316988&jobListingId=1007714415481&jrtk=3-0-1fu9r1npru3at801-1fu9r1nqb28q6000-dfc5aa8972ee3b11-
259,TIBCO Consultant,iTechtions Inc.,,Remote,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1110586&s=58&guid=0000017f93b1871e87bc29c5d6dd8a86&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2dbd98ba&cb=1647450360014&jobListingId=1007576758675&cpc=F44B5BD681589083&jrtk=3-0-1fu9r31q73c1n001-1fu9r31qk2or5000-2be9b58755ce9dd8--6NYlbfkN0Bw149yuPd3LQeLRBCYhCCyTM27xE5SGt7zSsx6sftad1rAznKjrSzJQOE1NSLgCKfeEYlXhHk_qlSVKwst0aYhaz0Lo4zAahFXnLO95blOSFOwvd_Kf1ZlGx29UB-2GFZfTMPnZMGzsvxeuAksr2WrzziYcMo6le-190rqm6GzgXpSUgzThKcJI5a3AH0We4qbgCfTxah4kvhfg7bYEtBIVeWrY5iA6PaDceZoN6MqSUQhYyTXWrPoqXEG2KE1wo_-4eUBguHqgrX5TZKQBP1H6JJQ-rQMpOjj-t6xPoSEEeLA2b0RQKEpIFFlyNYj6-yaIBa-j0nU11CSKxGuLJMiSjeVn7HcF2j0IHYvA5Yi4J9WibO8kaXKbaimbaVTku_ZuSWULn_bkwq5sklq8EaholUfBY_I41YKVn4rYLTeYtJjJL_h6k8CgWEKLYoGy0MKkLlUSWzz_0qD5MpAlTRKeJzSINFVyin1nFrr7Mpv1Dym1ZiH_jL3
262,Product Consultant,DLT Global Inc.,5.0,Toronto,"Java, Excel",https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=1110586&s=58&guid=0000017f93b22e1ca19a5e1a4252147c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_09dfa819&cb=1647450402802&jobListingId=1007717907030&cpc=44CD5376B8534B8F&jrtk=3-0-1fu9r4bicu39s801-1fu9r4birianq800-0c8f5ce3c29c0c74--6NYlbfkN0BI-qlntJyeGbigH9bTIoADaooTogVTTeSzVm5uNedndN9m4jGmGPjUAFuSGn6XPUhF6fP3UtSnzHuyvFgGI2MLkzIeb5q0arkJzH296s_dgGRj_fBEMZ8Td8QtG4AqQtcluo-Y18lf493onD93WPo5ebSvV3Fm3evHVGn0Fci51Q9wvRehnM6s3wuWAs7EEAvufxwkhe9NeVQb9DJlWZL9hcVh_1nzDoLM8h14te7z-5GsvIgy1PeOPN4V3pOCFcBr1sDFZ4E-iaX8YKSJ9g-UIYnPABHgRuEQWeObinkDpJkVhNINpl7eXOxiBboUtebpeFHpYtxFr5iOL5-x-UQTsLep1owtRfBRF2HcEJoA54KCZIvtnvwmhSNmDB17zv2X5ibYJ9m1WNL6rFnv9sO8AOT09dLY_87kPXMglH6HjhsOyfa55Z-9Xdb7C74_2Yz7_z53ECRFKkHzYX4Rd7VVABampXKBEKEnbTXaGW6Kjw%3D%3D
265,Sr. Technology Consultant,TELUS International,3.8,Canada,"Python, Java, Excel, Scala",https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1110586&s=58&guid=0000017f93b2d1e88989a2416e67650b&src=GD_JOB_AD&t=SR&vt=w&cs=1_5a6a34d4&cb=1647450444703&jobListingId=1007411851018&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1fu9r5kgln57o801-1fu9r5kh3n510800-d58f29cbdf7b776e--6NYlbfkN0ASGRjV6jHaJrJgvD6pHK_u_pdnjoX5TfpqQYTEyv8RZeTEP4BmmI5Tv9qArrN2S_C4eGTBN44YNs5itD-8ac8uM_R3jtJbZcPUGoEuZo91bgdjnpNyiPZ2hEuLLtAjgCDYWDaF7SR6Snb9G9bLeynEckUl16hcC9-36LaVRhj2iCc-VZRU7OGyehKXuuQf6LnAeP9WeFz9shrVBKolk0OUOH3oGOUXbrSopwa3DvrMUmMfS9FGBhk2XWp2FH10gtNUUY1hRhX-uz3R3AJv-fjkrMVqLrhNYRsohJ7CKMITpA8GKPJmvY9e3HMklqrwmeouqvOUb4ZwxrlejjYruQ-2VxmQtE3Sa5xC18-SGHTgS9TuhCNQxYYFwgkZ_zko1OrBEhvNntkGXLJxKhUf1OsqQG5hTrTS_LgNO2oxDGtOWscTNieFY3uOhX2Qb4W3ZolBNCzYIIBIGIZEULBT87r3OYMOPEsidkO5L2GRJI7oQH83-UX8zRIZQGvWKOs9A4ZU8Mh96b5BzKRMPFa-GWwFSYGtpW9PIpHzPDYGkJN9Aw%3D%3D
266,Senior Project Manager - Bank/ Technology & Operations/AI (Remote),Aventura Consultants,5.0,Toronto,"Azure, Excel, MS office",https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=1110586&s=58&guid=0000017f93b2d1e88989a2416e67650b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_19a5038a&cb=1647450444704&jobListingId=1007717341174&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1fu9r5kgln57o801-1fu9r5kh3n510800-0ae4d248809ce72b--6NYlbfkN0C-t2Gj-FE8SjWYhJ3TO0L-rHJEo5LJajKjwWt-is5QjrcIZ96GXYBdyik6LGqa7QSl-Q5T_HcCbKsgl7Cf8XV9u78sD6X_pJ2Zmz49MyA7WUBZONmNm5xuf6K-DRHXu5E8E0WsFYUmQqcvU2696HbUXLSNEH34IOVVrPjPAFf2ZICtLlNyPdv_FKPd_Pe-9CDaOxtbV1xFeT2tTEUB8u2NAxzM0oFxL3i2FOXGNsk4j7Ai7jtdvCCJSG1dxd6QRCmrgYzXxrk52H0zadNB3V0BYtWIycR4tL8ftUu6dX5OJ7aq-u28wEQGOwyIMD2MBJxhhGAzfFMqtwd0J2k3VzgCgPZhJLqDtijYm-Kt6pfwnkxV0kpUG938HstFi58XE0z4dzutBJHp7yj6zzKCvr1A282eScUV8wOpnIOZrt24Y2H3oYrOo-SE8DtWXirVT9yuzDUHAJZQ7-qHzzXYYWPPpCx0WUTcDZllR-dB2FjwGxDHIi1epIKoRc62GfpI9jbibrC9RZl5zQ%3D%3D
267,Project Coordinator,Novacom Building Partners,,Vancouver,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=1110586&s=58&guid=0000017f93b2d1e88989a2416e67650b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b80a3355&cb=1647450444703&jobListingId=1007515609830&cpc=C3517E2410EFB392&jrtk=3-0-1fu9r5kgln57o801-1fu9r5kh3n510800-ad40b4dd8660891b--6NYlbfkN0BmcSMAN6T7BbW5JrHchviW0l1vuO2C0sLyRuSJH0kK7tjID0Hk12J7xLoIBFRbSwqWjSVnRbI3t_nwwq4uFCRwMv1HF01_UqK9UcWIsQI4F6oEwOLY_oSmhqPIKsIBiQ4YlkvlxH1YLwLyuqeifNx5toKopax7vnU5IPjdS5ZzhYMefXXwPafyV-EtlNysh4OTrwZ1QFK6qrBFRbzFy1HnIkAQyFxC5jfJJfGd89bb3k2E0BuVWEBLOCqRnTB-MOoDOjJC3Dj7D7gQb-m8cPujt9PZ9ImgPhP6gEWSpLjCC3FZnfg43PF2VcFFMNYlJBnuY9rZDuBCP0uCk1L1SGlsMBDhIgKDi_TzpxqAmcz95p0LO4fP22fHbP_dTK8JCq4aHxtm14XFElqImBI-2B-hqEGigCNfu3VrTz7MviIVtRrsIK-IIAqQhyc2hNtqcJx-X94N4uIY--atVzhms8PDjMfPk15Fp08%3D
268,After Hours Senior Business Travel Consultant-Home Working-Canada wide,Runway Recruitment,,Toronto,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=1110586&s=58&guid=0000017f93b3773abf7d338bcb3de260&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c8069015&cb=1647450487194&jobListingId=1007717506328&cpc=A65DF3A704A48F9B&jrtk=3-0-1fu9r6ts8u3rt801-1fu9r6tsoianq801-f6e8170e6258ff3c--6NYlbfkN0D3jfQtwcVTzrOztLDJuxesnfn0CYvgHOI7PEvT7wA3nWUMH8VGmGpQB4n4PNro1v09iv0dvWzzKQKoJ-V9U-K8ew0wxSoqSlBe_9Qt8ZQ0iVlQKShHhXte7BAZZJvrQXMv0B4YfEE_i_MoXS1ZlTC_ireMRwuFmH4aRni-sf81A9gsTNM9NyeIo_-ITCP3NCWH_0Ay18NovpSzezGuKBKfQyJXsU0EPs6VFlovl8PDP6cVDyQyx3biSRujK32O-Y496sKUJL_I_fZhblxC3C1r5rq-W6gDiVlYx9ln6TATAi4quO-_RelTIAXtfiVD537W-qXhVcwyYO-TIvkJj4AsgunnoTZPcnRSDARRKQ1-sAgPhT-TpkMhAK5IBAn0NxCH6actAXUYt1QnjPD7RMUHettHiQlJwLDB8PF4Nbt07IBL9Z_C8pJ9S4N4bOdXrfCUcHvQ9tHSB-Nef8nFxxkcpZq44aUgD72ZdzDarxOkV3j9PX-843CkLkJsL1dnPns%3D
269,Business Consultant - 334290,Procom,4.1,Toronto,"Excel, Microsoft office",https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=1110586&s=58&guid=0000017f93b3773abf7d338bcb3de260&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ca00ee24&cb=1647450487194&jobListingId=1007714732943&cpc=8795CF9063CD573D&jrtk=3-0-1fu9r6ts8u3rt801-1fu9r6tsoianq801-04953f156dd3c887--6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C9tWopCkvsqSxckMn2bmxJOh_qY6uuI47nzYl_DMmB3oqJNrJaQG19PgCi0CswemRppJiGuSkoki1FCZafEtStNckmqRG0Et4TbN-wib4srIXX4tS-3HhJem-1q7WGPVHPEsTAy5qjBLDnTIfsBUe8IZQwbaiUgSlewciTw_nOBz0JkJoYR6Pj9Ys7NvP8yfSIQcifKe0azWY7fji5E6fz-D6BdwdKwGn_UbLR0yx4jVn-CPbKJaMeo3ulKy5_OX8lFUiBeJbqy81ogMsZa7ZUnBPsZQLbFFKNH71FAZfclOcACAiW14AssVvnb28Yyws2PTnMeBaDJ4KlVO_vg9acgD93_EZGt-WOI3hhCw3Pimp4MKIm1edpjAuKvSTyHBoV-PsGNvdnJ2UY5eY_-UV8nXCPgsNY6qJJmSlPMFz80ZprIku7-MGtUXnaq09frmkwhmpjsZTtZVaixqOfXXYWDv5VAM2Lt_7qzqGDSRNOGLt2tn5mDXqksPzDO2SiVpWA%3D
270,Computational Biologist,Actalent,3.7,Mississauga,"Python, Pandas, seaborn, Excel, R, scikit-learn, Pytorch",https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=1110586&s=58&guid=0000017f93b3773abf7d338bcb3de260&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8ee11eaa&cb=1647450487194&jobListingId=1007718608573&cpc=2CAED5C921A5F994&jrtk=3-0-1fu9r6ts8u3rt801-1fu9r6tsoianq801-8a4052722565ced5--6NYlbfkN0ChYVx_I3yfZ_JDY3EFoivtqvi_stwnZ_kRt8Dowt_l_ezZMHHwoTiUb0ueXIsAbgf81GAkXxxdbHiBYkrSryZnmiJRto4uDnQTeAWUAA7XjUN6ek3dAFB_Me7rSg2dC9aYLTkKSY_kEfJFxXykAOevHZgvT9s_odI-tfgEff17_Bt9N0zhyot3aS_-adHliaDhEIQ9N8QhXdxXsiQ1msHbS59HXdLgdYtGVqVjcdjAgz4ht5_cFQoueGa2RdFtK2KLt-3TGL3JvsFCo8-o1nCpBIX5bCk3N3E-HhoqlnaBD5eNk-wADkaUYMPJM6BPfB8ggo-OEwTVKd0lfhiF2QyprwVtwfrPYbnKA1P7caI6uiV74xgIFGlxMoQb-K4MWPCXhv3w3WfPtXY3D62G2g6uzK8MwUNbl1eeY2l_KTtwQj0Vd-rxFZQC1sZYkF3LUbEqcXRFYevlLEcOJ8oF0JWbHkp-Xl-EREgy6IN7iZHweYhixHkQbh8eRjn6lVhJa3PYRY_pg1zlBSFmzjaB2uPknhK2OmYxYN2TrIAa4JIrEc1aBJBxiFI25bFdqCNSLWGCnmWcW2DL1runMnLta0vP618vvnK9mnMTWaU2rBflJm_cViXF0dHUusiyQ03oCjK6OPxTe34udGJoY5dPzuuBv9-tY-a6aInG_1vLYDIVmez1_Dy8CD8FRo9oDiYypJndh_sh8K17LeUfijCe7lnZZs0d_QGW8v0Rbyz0U1wbxUHTJTdNzFyUBBqx1WMtWYDch4FLCJwsmJjz-ZVpIEJ1ntMbeFY-tbi_KbWTPfX3cDG0Gy3qdkYfrgTCNFNgWZLb5quLLXaKDagobhP908AkOV9A4X4qvWu30NXEVLRksi9M30Ptid3ytm0EVqJgDOpWmr4xwrjPDR-NRm_1UzfcjD82WX5ia5QYEWkf6kpEDTCPWdH-LNip3DV20ZtkZMg5KZNSq4gydA%3D%3D
271,Curriculum Consultant - Two,Government of Alberta,3.5,Edmonton,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=1136043&s=58&guid=0000017f93b4359da2f696fa2619fa70&src=GD_JOB_AD&t=SR&vt=w&cs=1_2fd2b73f&cb=1647450535742&jobListingId=1007699266940&jrtk=3-0-1fu9r8ddvu3lq801-1fu9r8deipkp4800-4ca0d2afe0afafd5-
272,Consultant - Microsoft Dynamics 365 Business Central,Catapult ERP Services Inc.,,Vancouver,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=1110586&s=58&guid=0000017f93b4359da2f696fa2619fa70&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c8167973&cb=1647450535736&jobListingId=1007714986718&cpc=26740BCDE5E48596&jrtk=3-0-1fu9r8ddvu3lq801-1fu9r8deipkp4800-ab37b720c9267534--6NYlbfkN0AIDp_r9g0CuUkYPs7mWqMl1iljxhPjf9TtGPhWNlbFEyvWAxcBS0L0Rk41n4QFsNQfuUx0xHTwAZ7eNE4wdkxWbpQ1KTWfaWUojT6-KG39NI5QkrDCmx1gqUY-JjFcg2Q9eJSIPU1CNgrMddTL0C5tMNwbWCX7izrLlU8Xc0yTZfuQakFE05azbbRlgPkO3ZnQQBxjFn0CEKbya6qIWLCuT6QWC7-QEOzbChergjTvGv_trVIGIExLfwIwMwg7HSkghwe_9mhNv_UwbcA5CILR-UxkuBk7kDuo6XBd18iVqknCyO65bgMGCedkwC8FAIUprG0RftD0YDP2qajEUdNhzY8DAkkLAuxo6ehI-EHMWgfmsTGA3XOY_ieKSvY1BVEH-x-mcIIeGsjw8RVH0I9Ouhf1vkPrtFGxO8rnMaICXqvAuG0mZwGTV8MbgDe2SKO1NxLL_Nh8NyQkaTPpOpgjFHidu-VAolUelmz-xE_hxEDOFvegNNDwtJl101xXek-JeFF2GjTfXZ__34bvhMjjyS3DMbgsLac%3D
274,Senior Microsoft O365 Consultant,Robert Half,3.9,Calgary,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=808&ao=1110586&s=58&guid=0000017f93b59e8aa11741073a12636a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e8d00030&cb=1647450628270&jobListingId=1007671738913&cpc=2CAED5C921A5F994&jrtk=3-0-1fu9rb7lnu3eo801-1fu9rb7m6u1hm800-eb19d998d157481e--6NYlbfkN0CkZrmoNIfNnv5K6heJNTgcHXgr0H7cYcF0-Q8gfPuoOdPpnl151udErR8IWC9FaT0ptjFmbyQSAcaTN-FUkcgu62R_xQD2XIlRPjGBvS-Co_TQ4_QWBD8vH8rh15Lixr5uxU8tVzMA5_K3G50GU9xKxS7j-8AeMIcTbWSz4c1bffgd-qbI8DFsZ9Vm3VnLtGm407HK_9qpnK2XcE3DfKF5Af0OhNndcuw5yO8mC5qDXykOfOryTlSleg8kmmOVPqxwbxEZMt_muccXe7nY-dBBLfQHxSDKV8reyvF9JHqVsWGH8GfDFuy74pcqY3tzxihrXAbDe5vTmFA3LfnYqObRqCCfQ1URJ-nOyDf71tzi46wiIgDjCjeIBF-9yZiwyr3pVIg4uu_91Ev4JH3K2VjSz7NSZ7GJv2oXR3ic4eiZARX9u61OftFDRKdGNJBqm6jwfw3fbmEdxcJhNYLEnNFsri9xqMwzRVtQhrQs4ooGK4dbOtjabCwIi5O11uO18yIw0UisPowVIHgpsKJE2Wi85dEdAxpmdoGcNwjtFifQRYa0HJyAnLGiOwIuGybNCvLCb5JFcBUUjQ%3D%3D
275,"Senior Consultant, Microsoft Solutions",Compugen Inc,3.6,Canada,"Azure, Excel, Scala",https://www.glassdoor.com/partner/jobListing.htm?pos=905&ao=1110586&s=58&guid=0000017f93b63fb09dd9f24e3f77fbc1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_196a0b3f&cb=1647450669446&jobListingId=1007532174129&cpc=9C2286EA3771AAF6&jrtk=3-0-1fu9rcfusq6mi801-1fu9rcfv5q6gm800-58427b9ee4cbe06e--6NYlbfkN0DR4GiK6CUKhkGG-NaBlbw_pIURb9Jhix8hN__aZXgF690rqjQVLwR7dLFOy-6ZHv1Xa_ftaaAkd5rxX3uxjBwnlGfCpqHLsW1Y7ItVEN_BBuvZk-hMTtbcUsw82yzwDmQbUYw2FTh7IKn_pLveLc-xPSoupFjoClsQONAP4FBc2X9kvi9ZwURT_FDBKQabh7BFp2N6QheUnkkwPfQGQ3NOOx9RgBRrJI-QQKPrTU_cuNbyiqnqogqa8Kk99Hzv6Rdu31k3Yifyzy4icvRqI-oNxu76449I5jRDxn-OJgfc0T6vfT-RgThwe0DwVl4SvO22_W6IJCRiwVfVeMPAD19z2ZP4Xq_UOUIeyvZXbKakg8RYh0ZmKSCsdH8T42zZmP1pvoLJuFgas3z6xd7Ype78ubFcFRrLYZhepp0WXVQb8lv-FBvWrXXswDO7_QRQkB5lpQZL5udrpT8fIQNYy10qYPF3DdtfkX991fbzGXCnBK0fo-D8PSuNHFpy9hh8cW1vLgpX6jm6FFc1yPDh5jik8QXEkXnEZqfTADBT37JW3wyh4H6mC4DKP1cORfINjr11SLO-aMOyRkVMfu5oDUdxnk9_Co1pLDHMX5lLMI7MDKGlKByhcqBndvQj3cqgfX4toHPoExaw25W8Ao9mhs_V
279,Technology Sales Consultant,Apex Wireless,,Abbotsford,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=1202&ao=1110586&s=58&guid=0000017f93b83935985384b7af2f042c&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7e89737e&cb=1647450798802&jobListingId=1007618153868&cpc=76BDADE3D6D9A820&jrtk=3-0-1fu9rgearu1ks801-1fu9rgeb9n51r800-e8c1e2b3bff416b7--6NYlbfkN0DM01NEO2XyH1C2SentDgjr2ja5d7JX51dQYrHNtDaWleCfiFfsEIKepzlGfAnJZZ1QJp9GNKWYjGsrijEv36Hz8gC3-s9JjhVjA_9ZMqzOKiYSiwJrJC7DIXhDtIlEDxFfvVkgzI1GprnWVB8XLLhQDVocfgYHV3ILfXSIgehnCd97uEC5VwyQagm_Wzk1WqlBWJF80XLCnEfd_gn9nJ9xOzXFMiylRkbN-9l3zf1sD2kQddXQUBIXV8N-h7qfqx7IQWZkycU8-VRBKy9RviTKyvcvvMo2BRcRvAnTcTnaMwFamqHVkJNMYxMmNItepXdaVTLTDKraTzgzd-8NTHKoTJE8utBmAzKi2cu7z5WgjvUY7EDllWUYzIBv7G7mxePDEVdkysM-9UnBri3TRz4yzeyggL9uPiwz5e1otpPtvDA664scyIxKA-CUlRzWbi7b6OreZ_vpMQoyxLxNov_B81EatYGu9FS05EeTCZFEp1TfM4AyfZbm48lJ_2lGBCo%3D
280,Principal Analytics Consultant,Forsta,4.0,Vancouver,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=1302&ao=1110586&s=58&guid=0000017f93b8e4ed87074aa0e30e1f3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6f592496&cb=1647450842805&jobListingId=1007585815017&cpc=2069669CCECE0501&jrtk=3-0-1fu9rhp8su434801-1fu9rhp98u1h8800-4eee9ee236dbd32a--6NYlbfkN0AOQi8ntbd_VBTQ9K7GM8b1iUMG6RhkF0LqftkPW5TMriwv393Im2Mzw0AzxGJ9j1yDn_zgd5EAsSB3apyLRIVPXQUakfnJp_FRP46eaXEu9eRuLV8dOhs0Hp7CsE3zglBEPpfuW6nRqpDeYFHMZ-tn99SyTAhZVSQZkNoAV38dXPwC0m4clP6gergkgGe5QT7CppZBgl22k6r212sd3VMQrSpXL_cmwcxLHczJ5wBrS-RyYbYr4OmRnoMX6lAAtT1y_CMOhGN9KAKfZ097hLfWC3hNhCl9Igp-x1LUR3oiwmq297eV2MdWY7EDgZf8JTCditcKlObv2TqOJDgwY1mCUwLsULp5GyAQsU2amPSKAyQg4ZZ0ZRulPU9WlBwWesPO0ALuu0oEYYc11FfufATH9KjxXJwLhaOA5cPIXVGhVL9LhrCWQ9IbBY-S2XmxzVYg3ncmEY0QxOk8AJ02tUS_Pyozd3iCwXAjFFclmFdKt36TUCoSpjXm1T9PIbMTvmU%3D
282,SQL Developer,FED IT Canada,,Montreal,SQL,https://www.glassdoor.com/partner/jobListing.htm?pos=1315&ao=1110586&s=58&guid=0000017f93b8e4ed87074aa0e30e1f3f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1723829f&cb=1647450842807&jobListingId=1007709114462&cpc=9908D8D4413DBB8A&jrtk=3-0-1fu9rhp8su434801-1fu9rhp98u1h8800-6a6345ebd501d15c--6NYlbfkN0Ds4WoEJdadYA2Jf3D0BmIyiT-U-1pVFQJqlgQ9GHNz49SZC8_cCl4aUEi7WCqyRCbBfk9nIl4bk4iLhWzGIf_WqnYK2Jjwr-vY1v5f3dPbo8yj9e2iqyz3PZpPRat2TUMkzeg5RRW4Hq40T5Kntzv0Bn5m0DhEUGRZysU5vf-B4qv8KM33hkB_IIUR1FDnVEYsI_uggesGL7fcP6thFfSCmOQOeNwRcMHh06D5Vw3XtXeHWOz27TkcHFvKUSt-lEGlc33250tKRiAPxFQk5bhIKaw5RkVOBODx9oh4E5Hw1K65D1dBDiHKDXHkmug9RTLf5KZpQ8WDs2JtOhMZTKG4C3zbRPBdDRU9UO91aOmKvSNDQtujZq9FPRMjE0a-ITHFwrMns9MaRZf675PwACb4_F2YTFR_LWycA3k9ZqcEdearRnDMEZ8iIfuCr_nbBq9lKBirYgZTFPeBH6kpSNZkFhgRsJwI7PMdsI3Zhl428SxsDVoupPuNFxk5gvx_QGs2r9xr6GaekHKBzjRomeojNd_uQdjrmECewG2HIW1_kYakxJU4OzJT96zwc-12FrE%3D
284,Microsoft 365 Consultant,BitSummit,,Midtown Toronto,"Azure, MS office, Microsoft office, Scala",https://www.glassdoor.com/partner/jobListing.htm?pos=1306&ao=1110586&s=58&guid=0000017f93b8e4ed87074aa0e30e1f3f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_145fed05&cb=1647450842806&jobListingId=1007466028526&cpc=59DEFF8D475298C3&jrtk=3-0-1fu9rhp8su434801-1fu9rhp98u1h8800-ac8f89d291d730dd--6NYlbfkN0AKF6vGWGAOtUxo6YIej53s7RMxEhxHLa_g5RholGZ12CSX1iv6o8b56LYsQHPg9AJ3KWXO-1MIghZrN1tg7t5_IvHb9HgRBRpqRCggb-16InXs2R9f2HEzOejYkcmB2KeHWiUc4gK4_pgp4C_HvJFz0Q7FYBYkHE2TUH5HQ5ExYMaGVpGf3wzHRUwsTwykcWT49eEosvtqFvtPyOdA5mVvqANe7RebkGGHfxt3mUZXTnxmCgwlStznTDZRlAw63Kw7mUL67JJU-LhmdO6QOctLpulxRoBy1dZkYc-7VT2XP040W9uRDgZKkggRM5WEDDvKi2epDbg3qD_AllZKQPaA2XPwH2JV4WJtTmmZltwyGnvZD5-h1nkNxBMGobeFKd3V1EEU6Gw9FaKO8bhpCTUrRaGtsZwpFJF9A0_kaJiZl0F1jqWQ14ejkSeMIf5dRGDKzNVdsES8f3pzQKuNYf5N448oqdn6D3BPO3JgsWp2aJomQTbLclUl
285,Senior Process Improvement Consultant,ADP,4.0,Mississauga,"Excel, AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=1506&ao=1110586&s=58&guid=0000017f93ba2be79ccdb5dfbaef5670&src=GD_JOB_AD&t=SR&vt=w&cs=1_d51c9ac6&cb=1647450926676&jobListingId=1007648836980&cpc=BBD63848FB84346C&jrtk=3-0-1fu9rkb0f3oc3001-1fu9rkb0smlve800-9533c21074935fdc--6NYlbfkN0AR2uNjmkBsLhUbDGGe1Qsc_-HvGcpoGDKt9Hy0U0DCLSdHC2U1oG7uleP5TEXRHWA5c8JCAc4gY-Ox92bTCvTGGZkLBQXZpk7FaQrDKe6qS00DC5NC2ejV7jvdgvhxJRKWiVIPL8LDd4MJT2f0c2yVnHIzhxzumLu9HvhwFgF1EwZbHanUZ--0tMLvXKwLjhiy5EHblPxisZrnp2O0E4t_xR0ah1vd_UVSi0sdE4ztlC33QWADGEiGypa_kpSV-2C_5xAj_rlB3Y2aZUt5SoEHl3B4XITUW8irSkGkH61igYpnSkwh-cE0dY146qkmm2BaLZePnZQFvPGTrvWNebX0i-lJOG0Pn-Dt1QMMZCvncoU2W2fkwiNPG_Dnqm9Ain4PVqAfo4jEM2pBkJeJPJTyZw9wVhUWFXA1wFCa_JKA5Ay9DPCaNmdYUHPB5ph2r13go6yXw3fKsFqyq4FE6nQFPKLhKilFwcF4k9S6VEOKOtu4HqJxbzLrvmIpypidN32EDLR_noB88zkwVuhX13jZXkCtT6eyh03DMrrn69gKHtq2sQ5wCBADm07SwKBlbg0bs-bHiZH-lz15KN2JVE7gM1Zm29tYqLXDrgWZS9W23jjV-ZP7PbuOOmf5Lq-x4hAIpIjf6Z7HKYkVHZR1XIsEMnOBadvfXcd3xPuJgofPWGhz80cTvPig8f8-2tT5-2rEeLTWJLM2vEwvsRuue13kmKqYejJnwBqIRszh92RNfSivHFsYdKvSaltRWJcDfD8C7jmtpP-UtJa5hb-c0JbDQ7Mdai5-4BEJ7HdcNRT9aBU62P5UQwFRVK5_VBxYS9kb60DJr96KSL0NZiO6qRTeIQNU3kqMS7aaIJHd7kgtL8NBQzPDoyQ8SrhoBHTpN2F2Jqj5FvC7GORfg9ig88WpFYpwRJFRrFB7H7ZFOU1Q-fF5SMpQemEawS19_3aKuNse5sd9ovuXeeTQMDn7OtWVrBMU3an8OhhGxeP09kYCAM0SFnPP7BH2YExZMwDRZLdXCEuKhh1cBORDtacI2Y_nIv1loDamv_Lm-myxTiTfxhtt-YpHJzjHTlEAAgrz5_P1daZjpbokhG_deJDYLFFDDkqb6693zYoIX36RwHJOMFe25lFr9m2lncIZjt_K7znyhOnB_k3v_5JfsS8auvaxk9t5SYAupks%3D
